# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/wildtype-01.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/wildtype-01.bam
YOR192C	XV	698768	700567	-	1800	12
YOR193W	XV	710446	711576	+	1131	18
YOR194C	XV	711683	712543	-	861	92
YOR195W	XV	712866	715331	+	2466	16
YOR196C	XV	715593	716837	-	1245	81
YOR197W	XV	717086	718384	+	1299	287
YOR198C	XV	718653	720065	-	1413	214
YOR201C	XV	720470	721708	-	1239	84
YOR202W	XV	721946	722608	+	663	184
YOR204W	XV	722911	724725	+	1815	146
YOR205C	XV	725564	727234	-	1671	17
YOR206W	XV	727512	729644	+	2133	41
YOR207C	XV	730008	733457	-	3450	138
YOR208W	XV	733925	736177	+	2253	95
YOR209C	XV	736437	737726	-	1290	227
YOR210W	XV	738320	738532	+	213	46
YOR211C	XV	738924	741569	-	2646	46
YOR212W	XV	742910	744181	+	1272	174
YOR213C	XV	744535	745281	-	747	21
YOR214C	XV	745593	746303	-	711	0
YOR215C	XV	746725	747282	-	558	72
YOR216C	XV	747525	748979	-	1455	60
YOR217W	XV	749301	751886	+	2586	79
YOR219C	XV	752214	755009	-	2796	95
YOR220W	XV	755328	756125	+	798	116
YOR221C	XV	756476	757558	-	1083	67
YOR222W	XV	758330	759253	+	924	142
YOR223W	XV	759782	760660	+	879	68
YOR224C	XV	760825	761265	-	441	90
YOR226C	XV	761614	762084	-	471	62
YOR227W	XV	762825	766565	+	3741	114
YOR228C	XV	766869	767777	-	909	31
YOR229W	XV	768409	769812	+	1404	44
YOR230W	XV	770800	772113	+	1314	560
YOR231W	XV	772601	774127	+	1527	43
YOR232W	XV	774573	775259	+	687	130
YOR233W	XV	775846	778248	+	2403	42
YOR234C	XV;XV	778555;779387	778859;779405	-;-	324	285
YOR235W	XV	779870	780184	+	315	0
YOR236W	XV	780906	781541	+	636	19
YOR237W	XV	781994	783298	+	1305	13
YOR239W	XV;XV	784857;785689	785687;786744	+;+	1887	171
YOR241W	XV	786995	788641	+	1647	64
YOR242C	XV	788742	789857	-	1116	3
YOR243C	XV	790211	792241	-	2031	115
YOR244W	XV	792531	793868	+	1338	34
YOR245C	XV	794076	795332	-	1257	51
YOR246C	XV	795801	796793	-	993	153
YOR247W	XV	797676	798308	+	633	328
YOR248W	XV	798013	798315	+	303	1
YOR249C	XV	798674	800731	-	2058	32
YOR250C	XV	800970	802307	-	1338	44
YOR251C	XV	802550	803464	-	915	64
YOR252W	XV	803667	804203	+	537	26
YOR253W	XV	804377	804907	+	531	43
YOR254C	XV	805032	807023	-	1992	160
YOR255W	XV	807271	808107	+	837	0
YOR256C	XV	808254	810683	-	2430	86
YOR257W	XV	811008	811493	+	486	30
YOR258W	XV	811671	812324	+	654	6
YOR259C	XV	812395	813708	-	1314	228
YOR260W	XV	813984	815720	+	1737	104
YOR261C	XV	815915	816931	-	1017	164
YOR262W	XV	817292	818335	+	1044	47
YOR264W	XV	818866	820158	+	1293	51
YOR265W	XV	820454	820774	+	321	35
YOR266W	XV	821023	822294	+	1272	16
YOR267C	XV	822588	824867	-	2280	155
YOR269W	XV	826385	827869	+	1485	14
YOR270C	XV	828052	830574	-	2523	475
YOR271C	XV	831059	832042	-	984	232
YOR272W	XV	832813	834195	+	1383	44
YOR273C	XV	834452	836431	-	1980	286
YOR274W	XV	837674	838960	+	1287	25
YOR275C	XV	839084	841069	-	1986	57
YOR276W	XV	841333	841818	+	486	196
YOR278W	XV	842817	843644	+	828	15
YOR279C	XV	843698	844630	-	933	20
YOR280C	XV	844992	845792	-	801	31
YOR281C	XV	846269	847129	-	861	69
YOR284W	XV	848478	849209	+	732	17
YOR285W	XV	849635	850054	+	420	198
YOR286W	XV	850280	850729	+	450	47
YOR287C	XV	850937	851839	-	903	7
YOR288C	XV	852121	853077	-	957	19
YOR290C	XV	855147	860258	-	5112	144
YOR291W	XV	861175	865593	+	4419	114
YOR293W	XV;XV	867098;867587	867149;867852	+;+	318	952
YOR294W	XV	868340	868951	+	612	52
YOR295W	XV	869208	869894	+	687	11
YOR297C	XV	874743	875321	-	579	9
YOR298W	XV	875599	877038	+	1440	11
YOR298C-A	XV	877230	877685	-	456	455
YOR299W	XV	878435	880675	+	2241	81
YOR300W	XV	880575	880883	+	309	0
YOR301W	XV	880965	882272	+	1308	52
YOR303W	XV	882899	884134	+	1236	159
YOR304W	XV	884514	887876	+	3363	58
YOR304C-A	XV	888520	888750	-	231	9
YOR305W	XV	889022	889750	+	729	34
YOR306C	XV	889867	891432	-	1566	108
YOR307C	XV	892731	894092	-	1362	32
YOR308C	XV	894624	896387	-	1764	14
YOR310C	XV	896825	898360	-	1536	250
YOR311C	XV	899056	899928	-	873	70
YOR312C	XV	900250	900767	-	518	690
YOR313C	XV	901858	902874	-	1017	2
YOR315W	XV	904760	905800	+	1041	15
YOR316C	XV	906236	907555	-	1320	90
YOR317W	XV	909343	911445	+	2103	226
YOR319W	XV	912822	913463	+	642	15
YOR320C	XV	913619	915094	-	1476	61
YOR321W	XV	916030	918291	+	2262	77
YOR322C	XV	918606	921062	-	2457	128
YOR323C	XV	921535	922905	-	1371	212
YOR324C	XV	923232	925040	-	1809	40
YOR326W	XV	925721	930445	+	4725	194
YOR327C	XV	930734	931081	-	348	157
YOR328W	XV	931803	936497	+	4695	34
YOR329C	XV	936731	939349	-	2619	159
YOR330C	XV	939621	943385	-	3765	68
YOR332W	XV	943656	944357	+	702	747
YOR333C	XV	944541	944957	-	417	0
YOR334W	XV	944596	946008	+	1413	10
YOR335C	XV	946233	949109	-	2877	399
YOR336W	XV	949773	953870	+	4098	40
YOR337W	XV	954344	956623	+	2280	11
YOR339C	XV	958362	958832	-	471	1
YOR340C	XV	959202	960182	-	981	49
YOR341W	XV	960987	965981	+	4995	204
YOR344C	XV	977194	978069	-	876	41
YOR346W	XV	981828	984785	+	2958	32
YOR347C	XV	984942	986462	-	1521	175
YOR348C	XV	986899	988782	-	1884	9
YOR349W	XV	989789	992833	+	3045	17
YOR350C	XV	992864	994855	-	1992	17
YOR351C	XV	995018	996511	-	1494	2
YOR352W	XV	997213	998244	+	1032	37
YOR353C	XV	998453	1000828	-	2376	67
YOR354C	XV	1001147	1003225	-	2079	58
YOR355W	XV	1005137	1006705	+	1569	65
YOR356W	XV	1007221	1009116	+	1896	87
YOR357C	XV	1009224	1009712	-	489	20
YOR358W	XV	1010161	1010889	+	729	64
YOR359W	XV	1011189	1012760	+	1572	9
YOR360C	XV	1013241	1014821	-	1581	30
YOR361C	XV	1015361	1017652	-	2292	239
YOR362C	XV	1017880	1018746	-	867	413
YOR363C	XV	1020222	1023212	-	2991	33
YOR367W	XV	1026007	1026609	+	603	25
YOR368W	XV	1026843	1028048	+	1206	10
YOR369C	XV	1028194	1028625	-	432	2865
YOR370C	XV	1029183	1030994	-	1812	177
YOR371C	XV	1031489	1034182	-	2694	28
YOR372C	XV	1034807	1036471	-	1665	33
YOR373W	XV	1036834	1039389	+	2556	32
YOR374W	XV	1039840	1041399	+	1560	1007
YOR375C	XV	1041678	1043042	-	1365	722
YOR377W	XV	1046226	1047803	+	1578	45
YOR378W	XV	1049511	1051058	+	1548	7
YOR380W	XV	1051290	1052930	+	1641	37
YOR381W	XV	1055545	1057680	+	2136	24
YOR382W	XV	1059531	1059992	+	462	720
YOR383C	XV	1060441	1061055	-	615	1528
YOR384W	XV	1061564	1063648	+	2085	54
YOR386W	XV	1066839	1068536	+	1698	39
YOR388C	XV	1071793	1072923	-	1131	0
YOR390W	XV	1076784	1077911	+	1128	1
YOR391C	XV	1078545	1079258	-	714	0
YOR393W	XV	1080276	1081589	+	1314	0
YOR394W	XV	1082718	1083212	+	495	0
YOR396W	XV	1085473	1090863	+	5391	10
YPL283C	XVI;XVI	280;5989	5840;6007	-;-	5580	4
YPL282C	XVI	7933	8427	-	495	0
YPL281C	XVI	9557	10870	-	1314	1
YPL280W	XVI	11887	12600	+	714	0
YPL279C	XVI	13228	14355	-	1128	0
YPL274W	XVI	22938	24701	+	1764	113
YPL273W	XVI	25087	26064	+	978	135
YPL272C	XVI	26611	28164	-	1554	15
YPL271W	XVI	30079	30267	+	189	72
YPL270W	XVI	30482	32803	+	2322	109
YPL269W	XVI	33013	34947	+	1935	17
YPL268W	XVI	35236	37845	+	2610	39
YPL267W	XVI	38169	38798	+	630	10
YPL266W	XVI	39121	40077	+	957	90
YPL265W	XVI	41043	42869	+	1827	261
YPL263C	XVI	44551	46506	-	1956	73
YPL262W	XVI	47336	48802	+	1467	208
YPL260W	XVI	49303	50958	+	1656	116
YPL259C	XVI	51244	52671	-	1428	56
YPL258C	XVI	53498	55153	-	1656	18
YPL256C	XVI	64977	66614	-	1638	57
YPL255W	XVI	67725	68882	+	1158	25
YPL254W	XVI	69485	70951	+	1467	32
YPL253C	XVI	71063	73006	-	1944	6
YPL252C	XVI	73363	73881	-	519	78
YPL250C	XVI	74309	74719	-	411	71
YPL249C-A	XVI;XVI	75699;76224	75985;76239	-;-	303	899
YPL249C	XVI	76669	79353	-	2685	71
YPL248C	XVI	79711	82356	-	2646	29
YPL246C	XVI	84509	85297	-	789	144
YPL244C	XVI	87014	88033	-	1020	55
YPL243W	XVI	88517	90316	+	1800	96
YPL242C	XVI	90622	95109	-	4488	52
YPL241C	XVI;XVI	95372;96234	96153;96258	-;-	807	11
YPL240C	XVI	96496	98625	-	2130	186
YPL239W	XVI	99484	100086	+	603	41
YPL237W	XVI	100496	101353	+	858	308
YPL236C	XVI	101608	102702	-	1095	21
YPL235W	XVI	103232	104647	+	1416	143
YPL234C	XVI	104946	105440	-	495	270
YPL233W	XVI	106172	106822	+	651	28
YPL232W	XVI	107275	108147	+	873	215
YPL231W	XVI	108652	114315	+	5664	2064
YPL230W	XVI	115312	116487	+	1176	79
YPL228W	XVI	118382	120031	+	1650	28
YPL227C	XVI	120163	121167	-	1005	47
YPL226W	XVI	121767	125357	+	3591	315
YPL224C	XVI	126634	128088	-	1455	98
YPL223C	XVI	128632	129138	-	507	17
YPL222W	XVI	130162	132228	+	2067	53
YPL221W	XVI	133043	135424	+	2382	263
YPL220W	XVI	135790	136443	+	654	328
YPL219W	XVI	136750	138228	+	1479	21
YPL218W	XVI;XVI	138698;138865	138725;139409	+;+	573	251
YPL217C	XVI	139620	143171	-	3552	124
YPL215W	XVI	147416	148423	+	1008	51
YPL214C	XVI	148569	150191	-	1623	53
YPL213W	XVI	150614	151330	+	717	20
YPL212C	XVI	151515	153149	-	1635	81
YPL211W	XVI	153495	154040	+	546	111
YPL210C	XVI	154290	156212	-	1923	65
YPL209C	XVI	156490	157593	-	1104	9
YPL208W	XVI	157842	159593	+	1752	36
YPL207W	XVI	159909	162341	+	2433	123
YPL206C	XVI	162632	163597	-	966	90
YPL204W	XVI	164276	165760	+	1485	218
YPL203W	XVI	166256	167398	+	1143	112
YPL202C	XVI	168088	169338	-	1251	33
YPL201C	XVI	169770	171155	-	1386	2
YPL200W	XVI	171484	171954	+	471	0
YPL198W	XVI;XVI;XVI	173152;173572;174073	173162;173665;174702	+;+;+	735	86
YPL196W	XVI	175043	175864	+	822	70
YPL195W	XVI	176223	179021	+	2799	70
YPL194W	XVI	179277	181115	+	1839	13
YPL193W	XVI	181403	182548	+	1146	37
YPL192C	XVI	182655	183056	-	402	4
YPL190C	XVI	185317	187725	-	2409	155
YPL189C-A	XVI	188307	188513	-	207	18
YPL189W	XVI	189154	190983	+	1830	5
YPL188W	XVI	191406	192650	+	1245	27
YPL187W	XVI	193648	194145	+	498	0
YPL186C	XVI	194512	195426	-	915	23
YPL184C	XVI	195950	197788	-	1839	119
YPL183W-A	XVI	199095	199376	+	282	12
YPL183C	XVI	199495	202536	-	3042	24
YPL181W	XVI	203421	204941	+	1521	139
YPL180W	XVI	205248	207647	+	2400	46
YPL179W	XVI	208157	209806	+	1650	111
YPL178W	XVI	212158	212784	+	627	132
YPL177C	XVI	213042	213962	-	921	108
YPL176C	XVI	216012	218363	-	2352	108
YPL175W	XVI;XVI	218630;218747	218646;220088	+;+	1359	37
YPL174C	XVI	220167	222773	-	2607	22
YPL173W	XVI	223143	224036	+	894	45
YPL172C	XVI	224353	225741	-	1389	40
YPL171C	XVI	226169	227371	-	1203	5
YPL170W	XVI	228314	228772	+	459	123
YPL169C	XVI	229039	230838	-	1800	78
YPL168W	XVI	231217	232509	+	1293	32
YPL167C	XVI	232593	237107	-	4515	30
YPL166W	XVI	237338	237979	+	642	15
YPL165C	XVI	237956	239077	-	1122	39
YPL164C	XVI	239350	241497	-	2148	24
YPL163C	XVI	241918	242700	-	783	210
YPL161C	XVI	244319	246220	-	1902	23
YPL160W	XVI	246990	250262	+	3273	339
YPL159C	XVI	250907	251668	-	762	42
YPL158C	XVI	252034	254310	-	2277	17
YPL157W	XVI	254814	255761	+	948	20
YPL156C	XVI	255913	256767	-	855	28
YPL155C	XVI	257216	259336	-	2121	54
YPL154C	XVI	259714	260931	-	1218	982
YPL153C	XVI	261727	264192	-	2466	17
YPL152W	XVI	265028	266104	+	1077	20
YPL151C	XVI	266180	267535	-	1356	56
YPL149W	XVI	271310	272194	+	885	36
YPL148C	XVI	272294	272815	-	522	7
YPL147W	XVI	273255	275867	+	2613	29
YPL146C	XVI	276162	277529	-	1368	47
YPL145C	XVI	278395	279699	-	1305	133
YPL144W	XVI	280480	280926	+	447	7
YPL143W	XVI;XVI	282122;282666	282140;282970	+;+	324	987
YPL141C	XVI	283464	286061	-	2598	41
YPL140C	XVI	287514	289034	-	1521	33
YPL139C	XVI	289669	291051	-	1383	44
YPL138C	XVI	291366	292427	-	1062	19
YPL137C	XVI	292817	296647	-	3831	104
YPL135W	XVI	297553	298050	+	498	159
YPL134C	XVI	298571	299503	-	933	44
YPL133C	XVI	299888	301228	-	1341	23
YPL132W	XVI	301716	302618	+	903	18
YPL131W	XVI	303121	304014	+	894	2685
YPL130W	XVI	304387	305058	+	672	3
YPL129W	XVI;XVI	305298;305412	305306;306137	+;+	735	74
YPL128C	XVI	306533	308221	-	1689	25
YPL127C	XVI	308828	309604	-	777	113
YPL126W	XVI	310210	312900	+	2691	72
YPL125W	XVI	313388	316486	+	3099	53
YPL124W	XVI	316755	317516	+	762	4
YPL123C	XVI	317641	318945	-	1305	32
YPL122C	XVI	319226	320767	-	1542	20
YPL121C	XVI	320962	321630	-	669	1
YPL120W	XVI	322071	323744	+	1674	22
YPL119C	XVI	324411	326264	-	1854	22
YPL118W	XVI	326628	327662	+	1035	74
YPL117C	XVI	327864	328730	-	867	98
YPL116W	XVI	329606	331699	+	2094	49
YPL115C	XVI	332100	335486	-	3387	66
YPL112C	XVI	337436	338620	-	1185	30
YPL111W	XVI	339944	340945	+	1002	161
YPL110C	XVI	341068	344739	-	3672	112
YPL106C	XVI	350194	352275	-	2082	1032
YPL105C	XVI	352863	355412	-	2550	120
YPL104W	XVI	355700	357676	+	1977	39
YPL103C	XVI	358000	359406	-	1407	32
YPL101W	XVI	360209	361579	+	1371	47
YPL100W	XVI	361872	363362	+	1491	45
YPL098C	XVI	364386	364727	-	342	60
YPL097W	XVI	364952	366430	+	1479	21
YPL096C-A	XVI	366529	366735	-	207	30
YPL096W	XVI	366927	368018	+	1092	38
YPL095C	XVI	368071	369441	-	1371	69
YPL094C	XVI	369839	370663	-	825	132
YPL093W	XVI	370978	372921	+	1944	83
YPL092W	XVI	373793	375169	+	1377	110
YPL091W	XVI	375502	376953	+	1452	195
YPL090C	XVI;XVI	377291;378390	377995;378395	-;-	711	499
YPL089C	XVI	379120	381150	-	2031	135
YPL087W	XVI	383455	384408	+	954	129
YPL086C	XVI	384773	386446	-	1674	63
YPL085W	XVI	387067	393654	+	6588	138
YPL084W	XVI	394038	396572	+	2535	88
YPL083C	XVI	396702	398105	-	1404	10
YPL082C	XVI	398480	404083	-	5604	45
YPL081W	XVI;XVI	404950;405458	404956;406044	+;+	594	53
YPL079W	XVI;XVI	406636;407068	406646;407539	+;+	483	1331
YPL078C	XVI	408010	408744	-	735	126
YPL076W	XVI	410443	411285	+	843	24
YPL075W	XVI;XVI	412254;413013	412261;415362	+;+	2358	119
YPL074W	XVI	415763	418027	+	2265	40
YPL072W	XVI	418512	420011	+	1500	35
YPL070W	XVI	420948	422786	+	1839	66
YPL069C	XVI	422885	423892	-	1008	11
YPL066W	XVI	426233	427672	+	1440	50
YPL065W	XVI	427927	428655	+	729	25
YPL064C	XVI	428711	429616	-	906	53
YPL063W	XVI	429939	431369	+	1431	156
YPL061W	XVI	432588	434090	+	1503	2417
YPL060W	XVI	434523	435764	+	1242	11
YPL059W	XVI	444579	445031	+	453	62
YPL058C	XVI	445842	450377	-	4536	64
YPL057C	XVI	451909	453057	-	1149	144
YPL056C	XVI	453430	453735	-	306	43
YPL055C	XVI	453992	454990	-	999	81
YPL054W	XVI	455759	456664	+	906	38
YPL053C	XVI	457118	458458	-	1341	98
YPL052W	XVI;XVI	458799;459007	459005;459678	+;+	879	12
YPL051W	XVI	459963	460559	+	597	17
YPL050C	XVI	460779	461966	-	1188	128
YPL049C	XVI	462481	463839	-	1359	289
YPL048W	XVI	464401	465648	+	1248	481
YPL047W	XVI	465962	466261	+	300	13
YPL046C	XVI	466644	466943	-	300	5
YPL045W	XVI	467260	469656	+	2397	42
YPL043W	XVI	469939	471996	+	2058	67
YPL042C	XVI	473040	474707	-	1668	31
YPL041C	XVI	475118	475741	-	624	12
YPL040C	XVI	475993	479001	-	3009	30
YPL038W	XVI	480535	481068	+	534	21
YPL037C	XVI	481428	481901	-	474	821
YPL036W	XVI	482843	485686	+	2844	13
YPL033C	XVI	487362	488207	-	846	1
YPL032C	XVI	488887	491364	-	2478	136
YPL031C	XVI;XVI	492018;493021	492918;493037	-;-	918	102
YPL030W	XVI	493543	495246	+	1704	31
YPL029W	XVI	495506	497719	+	2214	22
YPL028W	XVI	498096	499292	+	1197	577
YPL027W	XVI	499665	500402	+	738	0
YPL026C	XVI	500675	502183	-	1509	64
YPL024W	XVI	503517	504242	+	726	20
YPL023C	XVI	504339	506312	-	1974	135
YPL022W	XVI	506697	509999	+	3303	91
YPL021W	XVI	511101	511664	+	564	0
YPL020C	XVI	512313	514178	-	1866	36
YPL019C	XVI	514511	517018	-	2508	298
YPL018W	XVI	517651	518760	+	1110	28
YPL017C	XVI	518734	520233	-	1500	51
YPL016W	XVI	521014	524958	+	3945	14
YPL015C	XVI	525810	526883	-	1074	89
YPL014W	XVI	527547	528692	+	1146	42
YPL013C	XVI	528985	529350	-	366	35
YPL012W	XVI	529723	533409	+	3687	46
YPL011C	XVI	533642	534703	-	1062	41
YPL010W	XVI	535018	535587	+	570	62
YPL009C	XVI	535820	538936	-	3117	119
YPL008W	XVI	539385	541970	+	2586	36
YPL007C	XVI	542082	543848	-	1767	26
YPL006W	XVI	544631	548143	+	3513	78
YPL005W	XVI	548486	550306	+	1821	13
YPL004C	XVI	550632	551657	-	1026	1070
YPL003W	XVI	552020	553408	+	1389	61
YPL002C	XVI	553627	554328	-	702	20
YPL001W	XVI	554605	555729	+	1125	20
YPR001W	XVI	556377	557837	+	1461	19
YPR002W	XVI	558385	559935	+	1551	15
YPR004C	XVI	564007	565041	-	1035	91
YPR005C	XVI	565787	566671	-	885	20
YPR006C	XVI	567269	568996	-	1728	33
YPR007C	XVI	569336	571378	-	2043	5
YPR008W	XVI	573018	575102	+	2085	136
YPR009W	XVI	576552	577358	+	807	50
YPR010C	XVI	577585	581196	-	3612	238
YPR013C	XVI	584632	585585	-	954	49
YPR016C	XVI	592332	593069	-	738	241
YPR017C	XVI	593486	593917	-	432	31
YPR018W	XVI	594476	596296	+	1821	29
YPR019W	XVI	596750	599551	+	2802	90
YPR020W	XVI	599870	600217	+	348	14
YPR021C	XVI	600649	603357	-	2709	27
YPR022C	XVI	603911	607312	-	3402	45
YPR023C	XVI	608826	610031	-	1206	148
YPR024W	XVI	610481	612724	+	2244	154
YPR025C	XVI	613377	614558	-	1182	22
YPR026W	XVI	615379	619014	+	3636	57
YPR028W	XVI;XVI	623527;623711	623577;624202	+;+	543	281
YPR029C	XVI	624469	626967	-	2499	94
YPR030W	XVI	627880	631245	+	3366	50
YPR031W	XVI	631515	633761	+	2247	9
YPR032W	XVI	634123	637224	+	3102	50
YPR033C	XVI	637379	639019	-	1641	248
YPR034W	XVI	639525	640958	+	1434	98
YPR035W	XVI	642208	643320	+	1113	2762
YPR036W	XVI	643836	645272	+	1437	577
YPR036W-A	XVI	645950	646153	+	204	307
YPR037C	XVI	646448	647038	-	591	105
YPR038W	XVI	646836	647195	+	360	0
YPR040W	XVI	647305	648375	+	1071	53
YPR041W	XVI	648704	649921	+	1218	283
YPR042C	XVI	650435	653662	-	3228	58
YPR043W	XVI;XVI	654166;654571	654167;654847	+;+	279	1
YPR044C	XVI	654524	654877	-	354	3
YPR045C	XVI	655140	656552	-	1413	55
YPR046W	XVI	656799	657344	+	546	11
YPR047W	XVI	657529	658938	+	1410	31
YPR048W	XVI	659182	661053	+	1872	16
YPR049C	XVI	661137	664673	-	3537	17
YPR051W	XVI	664960	665490	+	531	59
YPR052C	XVI	665693	665974	-	282	188
YPR054W	XVI	666280	667446	+	1167	15
YPR055W	XVI	667676	670873	+	3198	36
YPR056W	XVI	671126	672142	+	1017	31
YPR057W	XVI	672471	673496	+	1026	39
YPR058W	XVI	673751	674674	+	924	74
YPR060C	XVI	674861	675631	-	771	19
YPR061C	XVI	675977	676882	-	906	21
YPR062W	XVI	677165	677641	+	477	304
YPR065W	XVI	679693	680799	+	1107	43
YPR066W	XVI	681213	682112	+	900	25
YPR067W	XVI	682220	682777	+	558	31
YPR068C	XVI	682941	684353	-	1413	23
YPR069C	XVI	684556	685437	-	882	179
YPR070W	XVI	685898	687598	+	1701	53
YPR072W	XVI	690107	691789	+	1683	99
YPR073C	XVI	691933	692418	-	486	40
YPR074C	XVI	692796	694838	-	2043	792
YPR075C	XVI	695737	696819	-	1083	150
YPR079W	XVI	698869	700014	+	1146	40
YPR080W	XVI	700594	701970	+	1377	1389
YPR081C	XVI	702114	703970	-	1857	37
YPR082C	XVI	704225	704656	-	432	18
YPR083W	XVI	704854	706593	+	1740	20
YPR085C	XVI	708497	709828	-	1332	27
YPR086W	XVI	710101	711138	+	1038	102
YPR087W	XVI	711354	711674	+	321	1
YPR088C	XVI	711403	713028	-	1626	163
YPR089W	XVI	713275	715941	+	2667	70
YPR091C	XVI	716156	718468	-	2313	82
YPR093C	XVI	719558	720424	-	867	42
YPR094W	XVI	720637	720960	+	324	14
YPR095C	XVI	721037	724717	-	3681	79
YPR100W	XVI	729791	730213	+	423	54
YPR101W	XVI	730492	731019	+	528	15
YPR102C	XVI	731224	731748	-	525	357
YPR103W	XVI	732349	733212	+	864	298
YPR104C	XVI	733623	736433	-	2811	32
YPR105C	XVI	736984	739569	-	2586	55
YPR106W	XVI	740061	741392	+	1332	25
YPR107C	XVI	741438	742064	-	627	22
YPR108W	XVI	742454	743743	+	1290	181
YPR110C	XVI	745828	746835	-	1008	99
YPR111W	XVI	747306	749000	+	1695	15
YPR112C	XVI	749256	751919	-	2664	45
YPR113W	XVI	752257	752919	+	663	288
YPR115W	XVI	754877	758128	+	3252	142
YPR116W	XVI	758648	759481	+	834	6
YPR118W	XVI	767752	768987	+	1236	108
YPR119W	XVI	771653	773128	+	1476	26
YPR120C	XVI	773875	775182	-	1308	18
YPR121W	XVI	778583	780301	+	1719	25
YPR122W	XVI	782045	785671	+	3627	53
YPR124W	XVI	786208	787428	+	1221	305
YPR125W	XVI	787961	789325	+	1365	79
YPR128C	XVI	791218	792204	-	987	46
YPR129W	XVI	792687	793736	+	1050	133
YPR131C	XVI	793911	794498	-	588	38
YPR132W	XVI;XVI	794965;795395	795029;795767	+;+	438	919
YPR133C	XVI	795978	797210	-	1233	120
YPR133W-A	XVI	797557	797709	+	153	35
YPR134W	XVI	798051	798857	+	807	26
YPR135W	XVI	799234	802017	+	2784	47
YPR137W	XVI	802359	804080	+	1722	27
YPR138C	XVI	810984	812453	-	1470	100
YPR140W	XVI	814391	815536	+	1146	33
YPR141C	XVI	815734	817923	-	2190	14
YPR143W	XVI	818323	819075	+	753	36
YPR144C	XVI	819765	821423	-	1659	31
YPR145W	XVI	822620	824338	+	1719	935
YPR149W	XVI	829918	830439	+	522	476
YPR151C	XVI	831055	831675	-	621	3
YPR152C	XVI	832061	833458	-	1398	19
YPR153W	XVI;XVI	833689;833828	833693;834245	+;+	423	7
YPR154W	XVI	834565	835212	+	648	76
YPR155C	XVI	835563	837413	-	1851	37
YPR156C	XVI	837909	839777	-	1869	97
YPR157W	XVI	841266	842669	+	1404	33
YPR158W	XVI	843262	844020	+	759	9
YPR159W	XVI	857583	859745	+	2163	257
YPR160W	XVI	861306	864014	+	2709	579
YPR161C	XVI	864449	866422	-	1974	60
YPR162C	XVI	866715	868304	-	1590	13
YPR163C	XVI	868645	869955	-	1311	314
YPR164W	XVI	870703	874926	+	4224	42
YPR165W	XVI	875368	875997	+	630	505
YPR166C	XVI	876282	876629	-	348	29
YPR167C	XVI	876847	877632	-	786	49
YPR168W	XVI	878076	878549	+	474	9
YPR169W	XVI	878690	880168	+	1479	90
YPR171W	XVI	883828	885558	+	1731	39
YPR173C	XVI	886524	887837	-	1314	145
YPR175W	XVI	888974	891043	+	2070	14
YPR176C	XVI	891101	892078	-	978	64
YPR178W	XVI	892332	893729	+	1398	34
YPR179C	XVI	893797	895764	-	1968	21
YPR180W	XVI	895961	897004	+	1044	41
YPR181C	XVI	897361	899667	-	2307	350
YPR182W	XVI	900194	900454	+	261	56
YPR183W	XVI	900755	901558	+	804	389
YPR184W	XVI	902044	906654	+	4611	145
YPR185W	XVI	907218	909434	+	2217	57
YPR186C	XVI	909733	911022	-	1290	16
YPR187W	XVI;XVI	911257;911353	911276;911800	+;+	468	130
YPR188C	XVI	911988	912479	-	492	28
YPR189W	XVI	912664	916962	+	4299	48
YPR190C	XVI	917077	919041	-	1965	36
YPR191W	XVI	919381	920487	+	1107	140
YPR192W	XVI	921860	922777	+	918	23
YPR193C	XVI	922909	923379	-	471	3
YPR194C	XVI	924304	926937	-	2634	10
YPR198W	XVI	934034	935665	+	1632	69
YPR199C	XVI	938148	939032	-	885	32
YPR200C	XVI	939279	939671	-	393	3
YPR201W	XVI	939922	941136	+	1215	9
ERCC-00002	ERCC-00002	1	1061	+	1061	11408
ERCC-00003	ERCC-00003	1	1023	+	1023	267
ERCC-00004	ERCC-00004	1	523	+	523	65
ERCC-00009	ERCC-00009	1	984	+	984	375
ERCC-00012	ERCC-00012	1	994	+	994	0
ERCC-00013	ERCC-00013	1	808	+	808	0
ERCC-00014	ERCC-00014	1	1957	+	1957	1
ERCC-00016	ERCC-00016	1	844	+	844	0
ERCC-00017	ERCC-00017	1	1136	+	1136	0
ERCC-00019	ERCC-00019	1	644	+	644	1
ERCC-00022	ERCC-00022	1	751	+	751	121
ERCC-00024	ERCC-00024	1	536	+	536	0
ERCC-00025	ERCC-00025	1	1994	+	1994	47
ERCC-00028	ERCC-00028	1	1130	+	1130	0
ERCC-00031	ERCC-00031	1	1138	+	1138	2
ERCC-00033	ERCC-00033	1	2022	+	2022	0
ERCC-00034	ERCC-00034	1	1019	+	1019	5
ERCC-00035	ERCC-00035	1	1130	+	1130	42
ERCC-00039	ERCC-00039	1	740	+	740	1
ERCC-00040	ERCC-00040	1	744	+	744	0
ERCC-00041	ERCC-00041	1	1122	+	1122	0
ERCC-00042	ERCC-00042	1	1023	+	1023	143
ERCC-00043	ERCC-00043	1	1023	+	1023	154
ERCC-00044	ERCC-00044	1	1156	+	1156	75
ERCC-00046	ERCC-00046	1	522	+	522	570
